term,definition,source
northernmost latitude,The latitude furthest to the north in a geographic coordinate system.,spase
southernmost latitude,The latitude furthest to the south in a geographic coordinate system.,spase
easternmost longitude,The longitude furthest to the east in a geographic coordinate system.,spase
westernmost longitude,The longitude furthest to the west in a geographic coordinate system.,spase
center latitude,The latitude in the center of a region in a geographic coordinate system.,spase
center longitude,The longitude in the center of a region in a geographic coordinate system.,spase
center elevation,The elevation in the center of a region above a surface (such as sea level or land) of a planet or natural satellite.,spase
minimum elevation,The lowest vertical elevation of region above a surface (such as sea level or land) of a planet or natural satellite.,spase
maximum elevation,The highest vertical elevation of region above a surface (such as sea level or land) of a planet or natural satellite.,spase
specification,A detailed description of the requirements and other aspects of an object or component that may be used to develop an implementation.,spase
spectral,Characterized as a range or continuum of frequencies.,spase
spectral power receiver,"A radio receiver which determines the power spectral density of the electric or magnetic field, or both, at one or more frequencies.",spase
spectral range,The general term used to describe wavelengths or frequencies within a given span of values for those quantities.,spase
spectrogram,The characterization of signal strengths as a function of frequency (or energy) and time.,spase
spectrometer,An instrument that measures the component wavelengths of light (or other electromagnetic radiation) by splitting the light up into its component wavelengths.,spase
spectrum,"The distribution of a characteristic of a physical system or phenomenon, such as the energy emitted by a radiant source, arranged in the order of wavelengths.",spase
spherical,"A coordinate representation of a position vector or of a measured vector by its magnitude and two direction angles. The angles are relative to the base axes of the coordinate system used. Typically the angles are phi [azimuth angle, =arctan (j/i)] and theta, where theta may be a polar angle, arctan {[SQRT(i^2+j^2)]/k}, or an elevation angle, arctan [k/SQRT (i^2+j^2)].",spase
spice,"SPICE is an ancillary information system that provides scientists and engineers the capability to include space geometry and event data into mission design, science observation planning, and science data analysis software. The staff of the NASA Navigation and Ancillary Information Facility, NAIF, which is located at JPL provides SPICE support for planetary, heliophysics, and Earth science missions, see https://naif.jpl.nasa.gov/naif/index.html. This SPICE has been adapted from text on NAF hosted web pages.",spase
spin period, The time required for an object such as a spacecraft or planet to perform one full rotation in a given frame of reference.,spase
spin phase,An angular based or normalized parameter that specifies the spin state of an object such as a spacecraft or planet in a specific coordinate system usually together with the date/time of the observation.,spase
spin rate,  The angular rate of change of the spin angle of an object such as a spacecraft or planet.,spase
sr,Spin Reference - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X and Y rotate with the spacecraft. See <http://cdpp.cnes.fr/00428.pdf>,spase
sr2,"Spin Reference 2 - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See <http://cdpp.cnes.fr/00428.pdf>",spase
sse,"Spacecraft Solar Ecliptic - A coordinate system used for deep space spacecraft, for example Helios. - X axis from spacecraft to Sun. Z axis normal to ecliptic plane, positive northward. Note: Angle between normals to ecliptic and to Helios orbit plane ~ 0.25 deg.",spase
sse_l,"Selenocentric Solar Ecliptic.  The X axis points from the center of the Earth's moon to the sun, the Z axis is normal to the ecliptic plane, positive northward.  And the Y axis completes the right-handed set of axes.",spase
stack plot,"A representation of data showing multiple sets of observations on a single plot, possibly offsetting each plot by some uniform amount.",spase
standard deviation,The square root of the average of the squares of deviations about the mean of a set of data. Standard deviation is a statistical measure of spread or variability.,spase
start date,The specification of a starting point in time.,spase
start location,The initial position in space.,spase
stokes parameters,"A set of four parameters (usually called I,Q, U and V) which describe the polarization state of an electromagnetic wave propagating through space.",spase
stop date,The specification of a stopping point in time.,spase
stop location,The final position in space.,spase
storage,"The component of your computer that allows you to store and access data on a long-term basis. Indicate units with standard byte scales such as KB, MB, GB, TB and PB.",spase
strahl,"A distribution of particles concentrated in a narrow energy band. The band may be may be aligned with a secondary feature. For example, it may occur in a narrow cone aligned with the mean magnetic field direction.",spase
stream interaction region,"The region (SIR) where two solar wind streams, typically having differing characteristics and solar sources, abut up against (and possibly partially interpenetrate) each other.",spase
strong,Highly likely given the available evidence. Considered in the range of 7-10 on a scale of 0-10.,spase
structure,The organization and relationship of individual values within a quantity.,spase
style,The manner in which a response from a URL is presented.,spase
sub auroral region,"When considering the case of the Earth, the sub-auroral region typically refers to two latitudinal bands, one in the northern hemisphere and the other in the southern hemisphere extending from about 50 degrees to low 60 degrees. The concept sub-auroral regions does not apply to all bodies in the solar system and different latitudinal ranges would apply for each body case by case. The sub-auroral regions may be defined by using either planetographic or magnetic coordinates if the magnetic dipole is closely aligned with the spin axis of a magnetized body. Ground magnetometers located at sub-auroral latitudes on the Earth measure a mixture of activity driven by auroral zone currents and the ring current.",spase
sun,The star upon which our solar system is centered.,spase
superhalo,"The part of an object or distribution surrounding some central body or distribution evident in a second break in the distribution function (e.g., a different power law).  It consists of a population at a higher energies than for a halo.",spase
support,"Information useful in understanding the context of an observation, typically observed or measured coincidentally with a physical observation.",spase
support quantity,A characterization of the support information.,spase
surface,The outermost area of a solid object.,spase
symmetric,Equal distribution about one or more axes.,spase
tap,"The table access protocol (TAP) defines a service protocol for accessing general table data, including astronomical catalogs as well as general database tables. Access is provided for both database and table metadata as well as for actual table data. https://wiki.ivoa.net/twiki/bin/view/IVOA/TableAccess",spase
tar,"A file format used to collate collections of files into one larger file, for distribution or archiving, while preserving file system information such as user and group permissions, dates, and directory structures. The format was standardized by POSIX.1-1988 and later POSIX.1-2001.",spase
team leader,An individual who is the designated leader of an investigation.,spase
team member,An individual who is a major participant in an investigation.,spase
technical contact,An individual who can provide specific information with regard to the resource or supporting software.,spase
technical note,"A document summarizing the performance and other technical characteristics of a product, machine, component, subsystem or software in sufficient detail to be used by an engineer or researcher.",spase
telemetry,"Parameters that include full packets of data from monitoring devices or the memory addresses of datum within telemetry packets. The data comprising telemetry packets are typically expressed by using non-physical engineering units and may be used to express a variety of device operating conditions such as command acceptance/execution, housekeeping, event characterization, memory dumps, and science data. Telemetry packets may be raw or unpacked.",spase
temperature,A measure of the kinetic energy of random motion with respect to the average. Temperature is properly defined only for an equilibrium particle distribution (Maxwellian distribution).,spase
template,A URI template that contains special fields as defined in URI Template specification <http://tsds.org/uri_templates>.,spase
temporal,Pertaining to time.,spase
temporal description,A characterization of the time over which the measurement was taken.,spase
tensor,"A generalized linear ""quantity"" or ""geometrical entity"" that can be expressed as a multi-dimensional array relative to a choice of basis of the particular space on which it is defined.",spase
tethys,The third largest moon of Saturn.,spase
text,A sequence of characters which may have an imposed structure or organization.,spase
tf cat, Time-Frequency Catalogue (TFCat) is a catalogue model & transfer format for spectro-temporal features. https://gitlab.obspm.fr/maser/catalogues/catalogue-format,spase
thermal plasma,"Measurements of the plasma in the energy regime where the most of the plasma occurs. May be the basic fluxes in the form of distribution functions or the derived bulk parameters (density, flow velocity, etc.).",spase
thermal speed,"For a Maxwellian distribution, the difference between the mean speed and the speed within which ~69% (one sigma) of all the members of the speed distribution occur.",spase
thumbnail,A small representation of an image which is suitable to infer what the full-sized imaged is like.,spase
tiff,A binary format for still pictures. Tagged Image Format File (TIFF). Originally developed by Aldus and now controlled by Adobe.,spase
tiis,"Kronian Solar Orbital - A coordinate system related to Saturn where X is anti-sunward, Y along the orbital velocity direction.",spase
time of flight,An instrument which measures the time it takes for a particle to travel between two detectors.,spase
time series,A representation of data showing a set of observations taken at different points in time and charted as a time series.,spase
time span,The duration of an interval in time.,spase
titania,The largest moon of Uranus and the eighth largest moon in the Solar System.,spase
topside,The region at the upper most areas of the ionosphere.,spase
total,The summation of quantities over all possible species.,spase
total pressure,In an MHD fluid it is the number density (N) times Boltzmann constant times the temperature in Kelvin.,spase
trace,The sum of the elements on the main diagonal (the diagonal from the upper left to the lower right) of a square matrix.,spase
ucd,The nature of a physical parameter expressed using the IVOA UCD1+ controlled vocabulary.,spase
udf,"Universal Data Format (UDF). The Optical Technology Storage Association's Universal Disk Format, based on ISO 13346. See <http://www.osta.org/specs/index.htm>",spase
ultraviolet,Photons with a wavelength range: 10 to 400 nm.,spase
umbriel,The third largest and fourth most massive moon of Uranus.,spase
uncalibrated,Duplicate data are removed from the data stream and data are time ordered. Values are not adjusted for any potential biases or external factors. Similar to NASA Level 1.,spase
uncertainty,A statistically defined discrepancy between a measured quantity and the true value of that quantity that cannot be corrected by calculation or calibration.,spase
unicode,Text in multi-byte Unicode format.,spase
units,"A description of the standardized measurement increments in which a value is specified. The description is represented as a mathematical phrase. Units should be represented by widely accepted representation. For example, units should conform to the International System of Units (SI) which is maintained by BIPM (Bureau International des Poids et Mesures (see <http://www.bipm.fr/> ) when appropriate or use tokens like ""Re"" to represent units of the Radius of the Earth. Within a phrase the circumflex (^) is used to indicate a power, a star (*) is used to indicate multiplication and a slash (/) division. When symbols are not separated by a mathematical operator, multiplication is assumed. Symbols for base units can be found at: <http://www.bipm.fr/en/si/si_brochure/chapter2/2-1/#symbols> and those for common derived units can be found at: <http://www.bipm.fr/en/si/derived_units/2-2-2.html>",spase
units conversion,"The multiplicative factor for converting a unit into International System of Units (SI) units. The factor is expressed in the form ""number > x"", where ""number"" is a numerical value and ""x"" is the appropriate SI units. The basic SI units are Enumerated: m (meter), N (newton), kg (kilogram), Pa (pascal), s (second), Hz (hertz), A (ampere), V (volt), K (kelvin), W (watt), rad (radian), J (joule), sr (steradian), C (coulomb), T (tesla), ohm (ohm), mho (mho or seimens), H (henry), and F (farad). Two useful units which are not SI units are: degree (angle), and unitless (no units). An example is: ""1.0E-9>T"" which converts the units, presumable nT, to Tesla. Another example is: ""1.0e+3>m/s"" which converts a velocity expressed in kilometers per second to meters per second.",spase
unlikely,Not likely given the available evidence. Considered in the range of 0 on a scale of 0-10.,spase
unspecified,A value which is not provided.,spase
upper hybrid frequency,"Upper hybrid oscillations involve longitudinal motions of electrons perpendicular to the magnetic field. The upper hybrid frequency, &Phi;<sub>UH</sub>, is governed by the relationship&Phi;<sub>UH</sub>^2 = &Phi;<sub>pe</sub>^2 + &Theta;<sub>ce</sub>^2 where &Phi;<sub>pe</sub> is electron plasma frequency and &Theta;<sub>ce</sub> is the electron cyclotron frequency.",spase
url,"Uniform Resource Locator (URL) is the global address of documents and other resources on the World Wide Web. The first part of the address indicates what protocol to use, and the second part specifies the IP address or the domain name where the resource is located followed by the pathname of the resource. A URL is specified in the form protocol://server.domain.name:port/pathname. Example protocols are HTTP or FTP, server domain name is the Internet name.",spase
user,An individual who utilizes a resource or service.,spase
valid max,The largest legitimate value.,spase
valid min,The smallest legitimate value.,spase
value added,"Calibrated data that has been mapped on uniform space-time grid scales with gaps, flags and out-of-range values replaced with appropriate values. Similar to NASA Level 3.",spase
value format,A string defining the output format used when extracting data values out to a file or screen. The magnitude and the number of significant figures needed should be carefully considered. The output format string can be in either Fortran or C syntax.,spase
variance,A measure of dispersion of a set of data points around their mean value. The expectation value of the squared deviations from the mean.,spase
v cross b,The cross product of the charge velocity (V) and the magnetic field (B). It is the electric field exerted on a point charge by a magnetic field.,spase
vector,"A set of parameter values each along some independent variable (e.g., components of a field in three orthogonal spatial directions; atmospheric temperature values at several altitudes, or at a given latitude and longitude;).",spase
velocity,"Rate of change of position. Also used for the average velocity of a collection of particles, also referred to as ""bulk velocity"".",spase
version,"Indicates the release identifier. When used to indicate the release of the SPASE data model, it is a in the form Major.Minor.Fix where Major: A significant change in the architecture of the model or rewrite of the implementation. This includes major changes in design or implementation language. This number starts at 0 (zero). Minor: An addition of terms or features that require changes in documentation/external API. This number starts at 0 (zero). Fix: Any change that doesn't require documentation/external API changes. This number starts at 0 (zero).",spase
vertical,Perpendicular to the plane of the horizon or a base line.,spase
volume emission rate,"The volume emission rate, e(r, t, l), is the number of photons emitted per unit source volume per second, i.e. photons/(m3 s), as measured along the line of sight between the source point and the observer. The Volume Emission Rate is in general a function of the line-ofsight distance, r, time, t, and wavelength, l. The Volume Emission Rate is actually not a directly measurable quantity. However, the term has been commonly used in both data product descriptions and research publications.",spase
vo table,A proposed IVOA standard designed as a flexible storage and exchange format for tabular data.,spase
vso,"Venus Solar Orbital - A coordinate system related to Venus where X is anti-sunward, Y along the orbital velocity direction.",spase
wave,"Periodic or quasi-periodic (AC) variations of physical quantities in time and space, capable of propagating or being trapped within particular regimes.",spase
wave form,Spatial or temporal variations of wave amplitude over wave-period timescales.,spase
waveform receiver,A radio receiver which outputs the value of one or more components of the electric and/or magnetic field as a function of time.,spase
wavelength,The peak-to-peak distance over one wave period.,spase
wavelength range,The range of possible values for the observed wavelength.,spase
wave quantity,A characterization of the physical properties of a wave.,spase
waves,"Data resulting from observations of wave experiments and natural wave phenomena. Wave experiments are typically active and natural wave phenomena are passive. Examples of wave experiments include coherent/incoherent scatter radars, radio soundings, VLF propagation studies, ionospheric scintillation of beacon satellite signals, etc. Examples of natural wave phenomena include micropulsations, mesospheric gravity waves, auroral/plasmaspheric hiss, Langmuir waves, AKR, Jovian decametric radiation, solar radio bursts, etc.",spase
wave type,A characterization of the carrier or phenomenon of wave information observed by the measurement.,spase
weak,Slightly likely given the available evidence. Considered in the range of 1-4 on a scale of 0-10.,spase
web resource,A Web page or file based resource accessible by a URL.,spase
web service,"A Web-based service that uses SOAP, WSDL or UDDI open standards.",spase
wgs84,"The World Geodetic System (WGS) defines a reference frame for the earth, for use in geodesy and navigation. The WGS84 uses the zero meridian as defined by the Bureau International de l'Heure.",spase
white light,Photons with a wavelength in the visible range for humans.,spase
white paper,An authoritative report giving information or proposals on an issue.,spase
xml,eXtensible Mark-up Language (XML). A structured format for representing information. See <http://www.w3.org/XML/>,spase
x rays,Photons with a wavelength range: 0.001 <= x < 10 nm.,spase
zip,An open standard for compression which is a variation of the LZW method and was originally used in the PKZIP utility.,spase
coronal mass ejection (cme),"Not to be confused with the intense burst of light that is a solar flare, a CME is a cloud of magnetized solar material that erupts from the sun's atmosphere, the corona, into interplanetary space. CMEs do often occur at the same time as a flare, and scientists currently study how the two phenomena connect. At their largest, CMEs can contain 10 billion tons of matter, and they can move at speeds of a million miles an hour. Just after blowing into space, a CME cloud can grow as wide as 30 million miles across, 35 times the diameter of the sun. When a coronal mass ejection points toward Earth, it can take anywhere from one to three days to reach our atmosphere, where it can create a type of space weather known as a geomagnetic storm.",nasa
geomagnetically induced current (gic),"The magnetic fluctuations caused by a geomagnetic storm in Earth's magnetosphere, can cause electric currents to form currents on Earth. These geomagnetically induced currents, or GICs, can overload circuits, tip breakers, and in extreme cases destroy transformers.",nasa
interplanetary magnetic field (imf),"As the solar wind flows outward from the sun at several million miles per hour, it drags the sun's magnetic field with it. This magnetic field permeates the solar system and is known as the interplanetary magnetic field. While the IMF typically deflects around Earth's magnetic field, the IMF can sometimes ""reconnect"" with Earth's field, allowing solar wind energy to funnel directly into our protective magnetospheric bubble.",nasa
magnetic field lines,"A magnetic field has both a strength and a direction at each point in space. For example, at each point on Earth, the magnetic field -- and thus a compass -- points in a particular direction, roughly toward the north. Magnetic fields are therefore generally represented as lines: the direction of the line gives the direction of the field, and the closeness of the lines indicates the strength.",nasa
magnetic reconnection,"The source of many of the energetic events on the sun and in the magnetosphere, from solar flares and coronal mass ejections to the aurora. Magnetic reconnection occurs when magnetic field lines cross, break apart, and then reconnect in a new alignment, rebounding explosively into new positions, providing huge amounts of energy.",nasa
plasma,"The material in the sun and its atmosphere -- as well as the material in Earth's ionosphere, aurora and fluorescent lights -- are all plasmas. Plasma is a state of matter much like solid, liquid and gas. Plasmas are so incredibly hot, that the electrons leave their atoms, making it essentially a gas of charged particles. While uncommon on Earth, 99% of the matter we can see in the universe is made of plasma. The electrical charge strongly affects how the particles move, since the particles are simultaneously governed by, and constantly creating, magnetic fields. For example, in close-up images of solar activity you can see the plasma very clearly following the magnetic field lines. Conversely, as plasma moves, it drags its own magnetic fields along for the ride. This constant interchange is one reason why studying the dynamics of plasma on the sun or in the magnetosphere is so challenging.",nasa
prominences,"Huge columns of gas arcing out over the sun's limb or horizon. When the same structures are seen against the backdrop of the sun, they are called filaments. They are made of cooler solar material, or plasma, supported in the sun's atmosphere by magnetic fields. Prominences and filaments can erupt from the Sun with tremendous energy and are sometimes the source of coronal mass ejections.",nasa
radiative zone,"In the radiative zone, energy from the core slowly travels outward. This region is so dense that the Sun's energy takes about 150,000 years to work its way through.",nasa
solar energetic particles (sep),"During an eruptive event on the sun, the sun can emit very fast, very energetic particles that travel at about 80% the speed of light. Such charged particles can reach Earth's magnetosphere either in the wake of a flare, or propelled ahead of a coronal mass ejection. In either case the energy they dump into the atmosphere can create what's called a solar radiation storm, which can cause low frequency radio blackouts at Earth.",nasa
solar maximum,The time during the 11-year solar cycle when the number of sunspots -- and solar activity -- reaches a maximum. The next solar maximum is predicted for late 2013.,nasa
solar minimum,"The time during the 11-year solar cycle when the number of sunspots is lowest. This is also the time when the sun's magnetic fields are at their most simple, with relatively orderly magnetic field lines connecting magnetic north and south much like on a simple bar magnet.",nasa
sun spots,"Dark areas on the solar surface that contain constantly shifting strong magnetic fields. An average sunspot is about as large as Earth and it moves along with the sun's rotation, lasting for days or even weeks. The magnetic activity in sunspots can give rise to various solar eruptive events such as flares and coronal mass ejections (CMEs). The number of sunspots on the sun wax and wane over approximately an 11-year cycle, thus defining what is called the solar cycle. They appear dark since they are cooler than the surrounding solar material.",nasa
